hit_id	length	cysteine_content	e_value	query_accession	query_name
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_16283	609	0.02	0.02	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_189432	780	0.02	0.0062	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_50888	859	0.02	0.045	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_79325	184	0.02	1.0	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_107558	1471	0.01	0.6	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_99839	1474	0.01	0.6	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_99232	1511	0.01	0.75	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_2809	859	0.02	0.068	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_186588	1474	0.01	0.72	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_173103	859	0.02	0.049	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_186587	1511	0.01	0.75	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_55588	859	0.02	0.068	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_331	1474	0.01	0.61	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_24669	1154	0.02	0.17	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_42505	897	0.02	0.13	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_74422	396	0.02	0.00082	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_102452	1474	0.01	1.1	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_190055	483	0.02	0.64	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_171569	443	0.01	0.00032	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_96562	1851	0.02	0.17	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_193504	1947	0.02	0.0063	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_196201	361	0.02	2.4e-05	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_35459	623	0.02	71.0	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_14427	1109	0.02	0.055	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_90893	778	0.01	0.00058	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_3311	1511	0.01	0.39	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_46396	969	0.02	0.028	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_186192	1942	0.02	0.18	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_8720	1438	0.01	1.1	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_161877	2270	0.02	0.41	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_161878	2281	0.01	0.41	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_22189	2269	0.02	0.42	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_76648	2281	0.01	0.43	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_4971	1474	0.01	1.2	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_43735	722	0.02	1.2e-05	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_89074	784	0.01	0.00033	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_92170	784	0.01	0.0008	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_174254	968	0.02	0.017	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_109385	1071	0.01	2.6e-07	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_195781	384	0.02	0.0063	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_58992	968	0.02	0.015	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_100170	434	0.02	0.0035	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_12451	1419	0.01	0.94	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_100913	570	0.03	2.3	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_66164	695	0.02	5.9e-05	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1STP5|G1STP5_RABIT	841	0.03	2.0	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_68970	1508	0.02	0.03	-	VOG07156
All_sequences_Mulenga2020_id_Aam-748067	403	0.01	0.054	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_70473	403	0.01	0.054	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_1800	1645	0.01	3.3	-	VOG09189
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_188823	700	0.03	0.00031	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_88982	785	0.02	0.046	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_104373	1419	0.01	2.2	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_58266	887	0.01	0.44	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_59532	905	0.01	0.5	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_107272	1383	0.01	1.4	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_171576	452	0.02	0.0034	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1T4A6|G1T4A6_RABIT	2241	0.02	0.014	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_43187	816	0.02	9.4e-05	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_64776	908	0.02	9.5e-05	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_43737	617	0.02	5.3e-05	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_193219	948	0.02	0.15	-	VOG07156
GFPF01P.1_id_MAA22400.1	1480	0.01	0.071	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_109628	1441	0.01	2.1	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_209724	203	0.03	2.3e-06	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_17267	845	0.01	0.00045	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_7536	526	0.02	0.012	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1U0M5|G1U0M5_RABIT	1411	0.03	0.019	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_32527	1096	0.02	0.021	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_191147	550	0.03	0.00028	-	VOG16395
GEGO01P.1_id_JAR88399.1	709	0.01	0.31	-	VOG16395
GBBL01P.1_id_JAC25644.1	265	0.02	0.013	-	VOG07156
GEDV01.1_id_JAP78209.1	1149	0.02	1.7	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_90980	793	0.02	0.009	-	VOG07156
GEDV01.1_id_JAP80550.1	269	0.02	0.15	-	VOG07156
GEGO01P.1_id_JAR89455.1	774	0.01	0.00052	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_171289	1201	0.03	3.2	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1T0G6|G1T0G6_RABIT	1026	0.01	0.44	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_33065	1215	0.02	0.00015	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_167815	1215	0.02	0.00015	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_87365	1124	0.03	2.4	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_65502	854	0.01	0.42	-	VOG07156
GFPF01P.1_id_MAA19482.1	1149	0.02	2.7	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_84058	1215	0.02	0.00015	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_94629	793	0.02	0.0088	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_89554	799	0.02	0.0013	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_105276	459	0.03	9.9e-05	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_12482	668	0.02	0.074	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1T2W4|G1T2W4_RABIT	773	0.01	0.34	-	VOG16395
GIDH01.1_id_NOV53639.1	265	0.02	0.01	-	VOG07156
GKHW01.1_id_MDC7209207.1	761	0.01	0.0042	-	VOG07156
GKHW01.1_id_MDC7209667.1	814	0.02	2.6	-	VOG07156
GEGO01P.1_id_JAR92063.1	1151	0.02	1.9	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_198986	427	0.01	0.049	-	VOG07156
All_sequences_Mulenga2020_id_Aam-443136	798	0.02	0.2	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_23505	798	0.02	0.2	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_7150	1150	0.02	0.037	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_186330	550	0.02	0.19	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_14533	1150	0.02	0.04	-	VOG07156
GJDI01.1_id_MCL6777949.1	1299	0.01	0.014	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_23410	1150	0.02	0.04	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_91324	850	0.02	0.16	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_193092	393	0.02	3.8	-	VOG09189
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_173101	418	0.02	0.61	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_198127	1096	0.02	0.02	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_95185	588	0.02	0.19	-	VOG16395
GEGO01P.1_id_JAR88215.1	762	0.02	0.0027	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170585	484	0.02	0.032	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_105690	583	0.02	0.14	-	VOG16395
GGLE01.1_id_MBY04949.1	679	0.01	0.0053	-	VOG07156
GEGO01P.1_id_JAR89888.1	853	0.03	0.0003	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_89514	785	0.02	1.6	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1U5C4|G1U5C4_RABIT	422	0.02	9.1e-05	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_15373	595	0.02	0.018	-	VOG16395
All_sequences_Mulenga2020_id_tr|G1SVN7|G1SVN7_RABIT	459	0.02	0.054	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_85563	1124	0.03	14.0	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_27527	742	0.01	0.019	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_48452	1044	0.03	9.0	-	VOG09189
GIFC01P.1_id_MXU96751.1	229	0.02	0.0033	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_186329	752	0.01	0.042	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_89357	752	0.01	0.042	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_199373	424	0.02	0.07	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_217521	697	0.01	0.51	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_17988	1007	0.02	0.2	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_91012	995	0.02	0.25	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_62766	453	0.01	0.001	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170590	511	0.02	0.044	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_49961	706	0.01	0.023	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_92656	175	0.03	0.00012	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170596	744	0.01	0.052	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170578	714	0.01	0.023	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170594	721	0.02	0.046	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_51624	713	0.02	0.045	-	VOG07156
GKHW01.1_id_MDC7211262.1	925	0.03	0.0017	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_110680	574	0.01	0.034	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_190872	420	0.02	4.3	-	VOG09189
GKHW01.1_id_MDC7209205.1	290	0.02	0.18	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_103930	253	0.02	0.051	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_52771	744	0.01	0.052	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_74940	269	0.02	0.00038	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_187884	365	0.02	0.05	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_89860	1195	0.01	0.37	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_29344	776	0.01	0.069	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_10532	776	0.01	0.029	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_19356	776	0.01	0.029	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_174955	1239	0.01	0.36	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_54095	737	0.01	0.012	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_22610	691	0.01	1.1	-	VOG09189
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_109150	776	0.01	0.069	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_186331	768	0.01	0.22	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_84053	1253	0.01	0.41	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_22847	1253	0.01	0.41	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_98920	1253	0.01	0.41	-	VOG07156
GFPF01P.1_id_MAA21625.1	1361	0.02	0.083	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_102875	776	0.01	0.069	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_110293	776	0.02	0.069	-	VOG16395
GIFC01P.1_id_MXU97811.1	290	0.02	0.0052	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_88443	851	0.02	0.036	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_195139	820	0.03	0.029	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_59370	617	0.02	2.5	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_202056	279	0.02	0.0004	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_14465	741	0.02	0.0032	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_75147	292	0.02	0.014	-	VOG07156
GJDI01.1_id_MCL6791318.1	1210	0.02	0.0025	-	VOG07156
All_sequences_Mulenga2020_id_Aam-77987	269	0.02	0.0023	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_19287	269	0.02	0.0023	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_76546	269	0.02	0.0023	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_94251	1813	0.02	0.13	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_74613	260	0.02	0.0036	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_70043	373	0.02	0.037	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_191046	347	0.02	0.0004	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_60172	354	0.02	0.00041	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_53870	711	0.02	0.086	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170577	769	0.02	0.028	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1SRL1|G1SRL1_RABIT	1450	0.01	8.7	-	VOG07156
GEDV01.1_id_JAP87313.1	1351	0.02	0.062	-	VOG16395
GKHW01.1_id_MDC7209787.1	1255	0.01	21.0	-	VOG07156
GEDV01.1_id_JAP78283.1	1361	0.02	0.063	-	VOG16395
GEGO01P.1_id_JAR87929.1	1074	0.02	0.51	-	VOG07156
GETE01.1_id_JAT79219.1	158	0.03	0.00053	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170588	711	0.01	0.086	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_171572	462	0.02	0.017	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_18800	1492	0.01	3.0	-	VOG09189
All_sequences_Mulenga2020_id_tr|G1ST83|G1ST83_RABIT	1066	0.03	3.7e-06	-	VOG16395
GADI01P.1_id_JAA69801.1	267	0.03	0.38	-	VOG07156
GEGO01P.1_id_JAR91045.1	159	0.02	0.99	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_75536	313	0.02	0.0015	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1SD72|G1SD72_RABIT	1414	0.01	0.0088	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_198647	349	0.02	0.42	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_74221	292	0.02	0.0019	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_58507	478	0.03	0.0042	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_186333	768	0.01	0.38	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_75113	352	0.02	0.03	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1T0S1|G1T0S1_RABIT	292	0.02	0.32	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_90552	776	0.01	0.43	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_186325	768	0.01	0.34	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_182114	854	0.02	0.05	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_18469	488	0.04	0.00082	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_69800	980	0.03	4.2	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_91449	767	0.01	0.17	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_29034	244	0.03	0.03	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_5901	285	0.03	0.0027	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_101291	236	0.03	1.5	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_97282	776	0.01	0.23	-	VOG16395
All_sequences_Mulenga2020_id_Aam-424071	751	0.01	0.27	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_22731	751	0.01	0.27	-	VOG16395
All_sequences_Mulenga2020_id_tr|G1SWF1|G1SWF1_RABIT	510	0.02	0.39	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1SY79|G1SY79_RABIT	1381	0.02	5.1	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_17307	1699	0.02	7.7	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_91062	1896	0.02	8.5	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_93186	773	0.01	0.32	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_91355	1716	0.02	0.38	-	VOG07156
GGLE01.1_id_MBY11613.1	263	0.02	0.0025	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_5728	273	0.03	0.0046	-	VOG07156
GJDI01.1_id_MCL6782812.1	1202	0.03	0.14	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_67857	435	0.02	0.16	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_192313	419	0.03	3.5	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_67214	285	0.03	0.015	-	VOG07156
GJDI01.1_id_MCL6785775.1	1186	0.01	0.024	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_84341	285	0.03	0.014	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_13146	572	0.02	2.1	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_20612	854	0.02	0.1	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170586	498	0.01	1.0	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_63856	471	0.03	0.0056	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_190077	419	0.03	7.3	-	VOG16395
All_sequences_Mulenga2020_id_tr|G1T4T6|G1T4T6_RABIT	1470	0.02	1.0	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_190310	655	0.02	2.9	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_57245	577	0.02	0.0063	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_214994	279	0.02	0.026	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1SG14|G1SG14_RABIT	438	0.02	4.2	-	VOG07156
GEDV01.1_id_JAP82587.1	1253	0.01	0.86	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_196952	668	0.03	11.0	-	VOG16395
GFPF01P.1_id_MAA21311.1	1253	0.01	0.86	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_28918	330	0.04	0.02	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_188445	442	0.02	0.75	-	VOG09189
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_15061	442	0.02	0.75	-	VOG09189
GEFH01P.1_id_JAP65445.1	1275	0.01	1.1	-	VOG07156
GBZX01.1_id_JAG91001.1	258	0.02	0.0028	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_NCBI_AA_2278	258	0.02	0.0028	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_6406	748	0.01	0.0023	-	VOG07156
GKHW01.1_id_MDC7210686.1	168	0.02	0.25	-	VOG16395
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170775	648	0.02	0.29	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_195751	483	0.01	0.87	-	VOG09189
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_31146	600	0.01	0.97	-	VOG09189
All_sequences_Mulenga2020_id_tr|G1STX0|G1STX0_RABIT	231	0.03	0.26	-	VOG16395
All_sequences_Mulenga2020_id_tr|G1TXU1|G1TXU1_RABIT	695	0.01	51.0	-	VOG16395
All_sequences_Mulenga2020_id_sp|Q28730|ICAM5_RABIT	912	0.03	5.8	-	VOG07156
GEGO01P.1_id_JAR93944.1	235	0.02	0.19	-	VOG07156
GEGO01P.1_id_JAR89652.1	1294	0.02	0.0066	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_66792	471	0.03	0.017	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170774	652	0.02	0.3	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170776	652	0.02	0.3	-	VOG07156
GIFC01P.1_id_MXU97018.1	242	0.02	0.13	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_170587	504	0.02	1.0	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_53880	741	0.01	1.5	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_31444	594	0.02	0.88	-	VOG09189
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_105173	768	0.01	0.067	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_187889	339	0.01	0.0083	-	VOG07156
GJDI01.1_id_MCL6788765.1	748	0.02	8.7	-	VOG07156
All_sequences_Mulenga2020_id_tr|G1SWC4|G1SWC4_RABIT	884	0.02	29.0	-	VOG07156
Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_175918	334	0.02	0.46	-	VOG07156
